FST	Target Het.	MeanHetBP	MeanHetWP	NumMutsOnTree	Target Mean FST = 0.0862796
-0.00177899	NA	0.00627814	0.00628931	1
-0.00177899	NA	0.00627814	0.00628931	1
0.163017	NA	0.0614803	0.051458	1
0.0387735	NA	0.0788465	0.0757893	1
0.118256	NA	0.275802	0.243187	1
0.212152	NA	0.0853121	0.067213	1
0.0547868	NA	0.0187518	0.0177244	1
0.0726685	NA	0.435497	0.40385	1
0.0609492	NA	0.10168	0.0954831	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0392679	NA	0.404751	0.388857	1
0.0526071	NA	0.303562	0.287593	1
-0.00506168	NA	0.0125153	0.0125786	1
0.0547868	NA	0.0187518	0.0177244	1
0.0892458	NA	0.0125556	0.0114351	1
-0.00506168	NA	0.0125153	0.0125786	1
0.126799	NA	0.0128046	0.011181	1
0.0231436	NA	0.031021	0.030303	1
0.0575025	NA	0.501757	0.472905	1
0.0763193	NA	0.118572	0.109523	1
-0.00203842	NA	0.0188295	0.0188679	1
0.0892458	NA	0.0125556	0.0114351	1
0.0108804	NA	0.261597	0.258751	1
0.115045	NA	0.0432876	0.0383076	1
0.00566894	NA	0.0431261	0.0428816	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0231436	NA	0.031021	0.030303	1
0.102743	NA	0.482805	0.4332	1
0.178536	NA	0.444525	0.365161	1
0.0766718	NA	0.502611	0.464075	1
-0.00177899	NA	0.00627814	0.00628931	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0419646	NA	0.235073	0.225208	1
0.0953326	NA	0.490577	0.443809	1
-0.00177899	NA	0.00627814	0.00628931	1
0.140015	NA	0.44382	0.381678	1
0.118133	NA	0.362858	0.319992	1
0.0231436	NA	0.031021	0.030303	1
0.0841174	NA	0.0611782	0.056032	1
0.00422378	NA	0.0901463	0.0897656	1
0.0823043	NA	0.118376	0.108634	1
0.127949	NA	0.388506	0.338797	1
0.108917	NA	0.0372152	0.0331618	1
0.123633	NA	0.102139	0.0895115	1
0.0555523	NA	0.47543	0.449018	1
0.0470347	NA	0.0491979	0.0468839	1
0.131545	NA	0.192241	0.166953	1
0.219734	NA	0.073277	0.0571755	1
-0.00203842	NA	0.0188295	0.0188679	1
0.0957718	NA	0.24885	0.225017	1
0.0440436	NA	0.0433953	0.041484	1
0.0269565	NA	0.0311425	0.030303	1
0.0946638	NA	0.0903101	0.081761	1
0.0770067	NA	0.365893	0.337717	1
0.0276552	NA	0.0729141	0.0708977	1
0.0292798	NA	0.0730361	0.0708977	1
0.130776	NA	0.486901	0.423226	1
0.152365	NA	0.0496154	0.0420558	1
0.0547868	NA	0.0187518	0.0177244	1
0.142158	NA	0.481956	0.413443	1
0.271323	NA	0.0251088	0.0182962	1
0.150913	NA	0.135349	0.114923	1
0.0877776	NA	0.0432473	0.0394511	1
0.107904	NA	0.145914	0.13017	1
0.0167152	NA	0.0372144	0.0365923	1
0.0874715	NA	0.096212	0.0877962	1
0.0761872	NA	0.402703	0.372022	1
0.0584932	NA	0.0728732	0.0686106	1
0.105328	NA	0.0613504	0.0548885	1
0.061228	NA	0.0310613	0.0291595	1
0.0328275	NA	0.337882	0.32679	1
0.131985	NA	0.408829	0.354869	1
0.0390241	NA	0.171749	0.165047	1
-0.00177899	NA	0.00627814	0.00628931	1
0.115102	NA	0.356015	0.315037	1
0.0969873	NA	0.221326	0.19986	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0475547	NA	0.33817	0.322089	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0354627	NA	0.454594	0.438473	1
0.095613	NA	0.501758	0.453783	1
0.0358595	NA	0.0249069	0.0240137	1
0.195661	NA	0.0736113	0.0592084	1
0.0849277	NA	0.474238	0.433962	1
-0.00506168	NA	0.0125153	0.0125786	1
0.0992135	NA	0.0311017	0.028016	1
0.133293	NA	0.477833	0.414141	1
0.0676758	NA	0.375382	0.349978	1
0.144429	NA	0.235604	0.201576	1
0.200019	NA	0.477904	0.382314	1
0.0788414	NA	0.295794	0.272473	1
0.0843263	NA	0.244144	0.223556	1
0.0170957	NA	0.303583	0.298393	1
0.0231436	NA	0.031021	0.030303	1
0.0453918	NA	0.0371344	0.0354488	1
0.0184116	NA	0.311109	0.305381	1
0.0892458	NA	0.0125556	0.0114351	1
0.0892458	NA	0.0125556	0.0114351	1
-0.00177899	NA	0.00627814	0.00628931	1
0.138718	NA	0.316431	0.272537	1
0.132952	NA	0.492446	0.426974	1
0.0100544	NA	0.427909	0.423607	1
0.0546881	NA	0.501608	0.474176	1
0.0424698	NA	0.303533	0.290642	1
0.0126585	NA	0.191742	0.189315	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0407126	NA	0.479135	0.459628	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0135254	NA	0.0370941	0.0365923	1
0.043399	NA	0.351843	0.336573	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0547868	NA	0.0187518	0.0177244	1
0.126818	NA	0.479455	0.418652	1
0.0643117	NA	0.0788259	0.0737564	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0849238	NA	0.266172	0.243568	1
0.049411	NA	0.323059	0.307096	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0320462	NA	0.206543	0.199924	1
0.019298	NA	0.0670457	0.0657519	1
0.107417	NA	0.0672591	0.0600343	1
0.0713038	NA	0.304065	0.282384	1
0.0123287	NA	0.344763	0.340512	1
0.0593747	NA	0.055314	0.0520297	1
0.0358595	NA	0.0249069	0.0240137	1
-0.00177899	NA	0.00627814	0.00628931	1
-0.00177899	NA	0.00627814	0.00628931	1
0.271323	NA	0.0251088	0.0182962	1
0.0707746	NA	0.244275	0.226987	1
0.126161	NA	0.496543	0.433899	1
0.0547868	NA	0.0187518	0.0177244	1
0.154109	NA	0.312651	0.264469	1
0.0888534	NA	0.348966	0.317959	1
0.136942	NA	0.304665	0.262944	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0552567	NA	0.166429	0.157233	1
0.119314	NA	0.487994	0.429769	1
0.0500271	NA	0.235062	0.223302	1
0.0453979	NA	0.145544	0.138937	1
0.037287	NA	0.181733	0.174957	1
0.109311	NA	0.231093	0.205832	1
0.0358595	NA	0.0249069	0.0240137	1
-0.00506168	NA	0.0125153	0.0125786	1
0.0987987	NA	0.202315	0.182326	1
0.0892458	NA	0.0125556	0.0114351	1
-0.00506168	NA	0.0125153	0.0125786	1
0.0292907	NA	0.196794	0.19103	1
-0.00177899	NA	0.00627814	0.00628931	1
0.0880681	NA	0.500602	0.456515	1
